region,site,site_code,lat,long,census,date,time,microsite,species,,,,,
Mojave,Tecopa,7,35.85151504,-116.186706,0,05/05/2022,15:00,NA,NA,,,,,
Mojave,SheepholeValley,6,34.205676,-115.719676,1,06/05/2022,09:55,air,NA,,,,,
Mojave,SheepholeValley,6,34.205676,-115.719676,1,06/05/2022,09:55,air,NA,,,,,
Mojave,SheepholeValley,6,34.205676,-115.719676,1,06/05/2022,09:55,air,NA,,,,,
Mojave,SheepholeValley,6,34.205676,-115.719676,1,06/05/2022,09:55,air,NA,,,,,
Mojave,HeartofMojave,5,34.698199,-115.684169,1,06/05/2022,11:30,air,NA,,,,,
Mojave,HeartofMojave,5,34.698199,-115.684169,1,06/05/2022,11:30,ground,NA,,,,,
Mojave,HeartofMojave,5,34.698199,-115.684169,1,06/05/2022,11:30,shrub,NA,,,,,
Carrizo,Carrizo_4,4,35.11566,-119.62069,1,07/05/2022,10:40,air,NA,,,,,
Carrizo,Carrizo_4,4,35.11566,-119.62069,1,07/05/2022,10:40,air,NA,,,,,
Carrizo,Carrizo_4,4,35.11566,-119.62069,1,07/05/2022,10:40,air,NA,,,,,
Carrizo,Carrizo_4,4,35.11566,-119.62069,1,07/05/2022,10:40,air,NA,,,,,
Carrizo,Carrizo_4,4,35.11566,-119.62069,1,07/05/2022,10:40,air,NA,,,,,
Carrizo,Carrizo_4,4,35.11566,-119.62069,1,07/05/2022,10:40,air,NA,,,,,
Carrizo,Carrizo_4,4,35.11566,-119.62069,1,07/05/2022,10:40,air,NA,,,,,
Carrizo,Carrizo_4,4,35.11566,-119.62069,1,07/05/2022,10:40,air,NA,,,,,
Carrizo,Carrizo_3,3,35.16245,-119.67445,0,07/05/2022,11:40,NA,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,ground,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,ground,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,ground,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,ground,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,08/05/2022,10:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,08/05/2022,10:45,air,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,ground,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,ground,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,shrub,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,shrub,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,shrub,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,shrub,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,air,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,air,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,air,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,air,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,air,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,air,NA,,,,,
Cuyama,Cuyama_5,5,35.04595203,-119.889098,1,08/05/2022,12:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,shrub,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,shrub,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,ground,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,ground,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,ground,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,ground,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,shrub,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,shrub,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Carrizo,Carrizo_3,3,35.16245,-119.67445,1,12/05/2022,,air,raven,,,,,
Mojave,Tecopa,7,35.85151504,-116.186706,1,14/05/2022,13:00,air,raven,,,,,
Mojave,Tecopa,7,35.85151504,-116.186706,1,14/05/2022,13:00,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,10:45,shrub,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,song sparrow,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,california towhee,,,,,
